Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,popularity_bin
39823,2JDnBPT9xUty8YyPyBMWeN,1019;Lucio101;Omar101;Nizi19;Karamel19,LOST FILES,"1019 Freestyle (feat. Lucio101, Omar101, Nizi19 & Karamel19)",38,126757,True,0.723,0.497,1,-8.655,1,0.335,0.054,3.81e-06,0.297,0.415,125.985,4,german,medium
16862,6qJ6JSZA2vVQh8k9XbBgYy,Wolfgang Amadeus Mozart;Sarband;Vladimir Ivanoff;Concerto Köln;Werner Ehrhardt,Mozart - Inspiring Classics,"Six German Dances, K.571: No. 5 in B flat",2,94453,False,0.565,0.201,10,-20.931,1,0.0465,0.951,0.316,0.183,0.617,100.731,3,classical,low
104891,7wljeP1NdDAwjU0WZSVN3f,Saurom,La Hija De Las Estrellas,La Hija De Las Estrellas,26,224567,False,0.441,0.864,4,-5.068,0,0.0537,0.00725,2.87e-05,0.202,0.282,77.465,4,spanish,medium
96240,2rvpwtwztUzn1OagZOYbAT,Art Popular,Nova Bis - Art Popular (Dois CDs),Quando Voce Me Beija,43,250560,False,0.69,0.706,4,-8.519,1,0.0328,0.681,4.43e-06,0.13,0.881,134.083,4,samba,medium
38573,4UF1eupXP9Zz5GpYepyOxI,The Strokes,First Impressions Of Earth,Razorblade,57,208133,False,0.394,0.859,9,-3.851,1,0.0409,0.00201,0.233,0.1,0.511,136.075,5,garage,high
9635,4f6EiAhsn8j3BhmnRsoR1Q,Cidade Negra,Cidade Negra Direto (Ao Vivo),A Sombra Da Maldade (Ao Vivo),43,227413,False,0.634,0.959,0,-4.659,0,0.0832,0.0803,5.37e-06,0.978,0.749,112.083,4,brazil,medium
33391,3xshQaCOlSCIkXuXDQS1S6,Dear Seattle,The Special Two (triple j Like A Version),The Special Two - triple j Like A Version,40,255912,True,0.254,0.898,1,-4.782,1,0.119,0.000134,3.67e-06,0.254,0.567,168.88,4,emo,medium
78463,311Aew4xQ5ApPO1HUIJYwz,Ikke Hüftgold,Dicke Hits und Kartoffelsalat aus dem Märchenland,Huuh,29,167487,True,0.509,0.964,1,-2.802,1,0.227,0.0387,0.0177,0.347,0.669,136.211,4,party,medium
50025,3l7ihSOrFwIMBBDcMpfKVL,Hermetica,Acido Argentino,Gil Trabajador,40,188933,False,0.426,0.951,7,-8.2,1,0.0989,0.00053,0.0,0.475,0.394,143.193,4,heavy-metal,medium
110568,61AjJVPp7cZ4Llwi6TPQ99,Jacob;Mandragora,Blooming,Perfect Drug,39,473430,False,0.525,0.706,5,-6.985,0,0.0665,0.0224,0.249,0.297,0.231,136.014,4,trance,medium
98005,0RoA7ObU6phWpqhlC9zH4Z,Ziv Zaifman;Hugh Jackman;Michelle Williams,The Greatest Showman (Original Motion Picture Soundtrack),A Million Dreams,74,269453,False,0.265,0.312,7,-11.689,1,0.0569,0.243,0.0,0.0893,0.0998,54.747,3,show-tunes,high
45873,6n8iNBWjmkeWpo2GThR1Jh,Cyril Pahinui,Night Moon (Po Mahina),Hurrah Lani Ha'a Ha'a,21,252653,False,0.431,0.432,2,-13.948,1,0.0309,0.463,0.0286,0.368,0.776,104.617,4,guitar,low
9602,268RaMjo1URmTXW46uTDol,Cartel Mcs;Sain,Sin City,Cinco Estrelas,44,297025,True,0.399,0.694,1,-7.662,1,0.472,0.409,4.58e-05,0.123,0.649,177.162,4,brazil,medium
45059,1bsSaYmy0vOUH8tux2hAYV,From Overseas,Looking at the World Through a Window,Looking at the World Through a Window,51,385000,False,0.142,0.112,4,-20.806,1,0.0407,0.906,0.967,0.0751,0.05,101.366,4,guitar,high
36222,5dO6eoFYVSkqtIcwIIAWr5,Lonely Night;Ari;Lost Dreamers,Lied To Me,Lied To Me,54,151680,False,0.566,0.614,4,-9.913,0,0.0334,0.419,0.00471,0.232,0.132,125.058,4,french,high
62595,6UzTyhhqRDeuyfinRdBgFD,BOØWY,LAST GIGS COMPLETE,"LONGER THAN FOREVER - FROM ""LAST GIGS""",38,244053,False,0.249,0.945,7,-3.041,1,0.0411,1.19e-05,0.0958,0.858,0.479,164.109,4,j-pop,medium
26076,0znKh3KRLuwVMbSMk8Kr79,Rob Cantor,Disney Junior Music: Lullabies Vol. 2,"Ladybird, Ladybird",32,85350,False,0.533,0.133,0,-12.18,1,0.0309,0.956,0.972,0.119,0.313,135.934,3,disney,medium
108378,0wf9KkvWyWSwFDprkBwE8O,Francisco Canaro;Roberto Maida,Tango Classics 234: Valsecito Amigo,Milonga Brava,20,152346,False,0.713,0.224,4,-17.585,0,0.0687,0.87,0.838,0.15,0.824,109.733,4,tango,low
9832,06oiTaBptIjCGLbtWd6Rlx,Israel Salazar;Gabriel Guedes de Almeida,Canção Ao Cordeiro (Ao Vivo),Canção Ao Cordeiro - Ao Vivo,43,365206,False,0.393,0.532,1,-11.796,0,0.0412,0.0121,0.0,0.111,0.225,133.997,4,brazil,medium
28850,6zke4l646FheM5JlIdu4T8,Flux Pavilion;Asha,I Believe,I Believe,46,258299,False,0.344,0.699,4,-8.881,0,0.107,0.191,0.0139,0.278,0.243,139.966,4,dub,medium
80402,5iyNH1Dmxif1k4Nl1gMeuh,Mohit Chauhan,Delhi-6,Masakali,62,288647,False,0.678,0.622,5,-7.988,0,0.0695,0.138,2.32e-06,0.122,0.535,100.005,4,pop-film,high
10584,0Rmj9MueSoR3a4glqRPZS6,Fluke,Progressive History XXX,O.K.,13,468533,False,0.542,0.521,1,-11.441,1,0.0317,0.0864,0.52,0.103,0.0375,97.07,4,breakbeat,low
9272,6Eg6mlmavrJxtMGW5HxMUb,Planet Hemp,A Invasão do Sagaz Homem Fumaça,Ex-Quadrilha da Fumaça,46,185360,False,0.549,0.945,1,-4.534,1,0.295,0.00636,0.0,0.106,0.453,105.3,4,brazil,medium
48916,4ilW7KjXhSYTnjpAdVhbUa,D-Ceptor;Zerberuz,Order & Chaos,Tornado (Zerberuz Remix),29,247578,False,0.505,0.998,7,-1.268,1,0.271,0.001,0.728,0.918,0.247,94.999,4,hardcore,medium
5724,1zNbFFcVYQNa8t3luFhtvu,KOHTA YAMAMOTO,Attack on Titan The Final Season Original Soundtrack,The Fall of Marley,42,198573,False,0.298,0.536,7,-10.784,0,0.0358,0.00849,0.901,0.247,0.128,132.107,3,anime,medium
574,6XgmRgd6yQ71afjGLrk0aI,Canyon City,Midnight Waves,Firework,47,182744,False,0.51,0.32,1,-10.371,1,0.0392,0.823,0.000193,0.124,0.425,92.385,4,acoustic,medium
13020,4EYYw8IZfhtZz5H2VrQdXU,Mark Farina;Homero Espinosa;Chezz,Work.Groove,Work.Groove - Chezz Cosmic Groove Remix,19,367381,False,0.788,0.654,8,-8.837,1,0.0711,0.0306,0.864,0.0957,0.388,117.027,4,chicago-house,low
26765,2H87pSpxWMDqFeNtPslCWp,Alan Menken;David Zippel;Jonathan Antoine;Royal Philharmonic Orchestra;Chris Walden,Going the Distance,Go the Distance,20,254640,False,0.358,0.602,0,-5.059,1,0.0344,0.782,0.0131,0.0598,0.318,66.204,4,disney,low
59701,4DveLaQHQYYVwDmRmPW6Af,mHz,Earth's Shadow,"golden hour, blue hour, dusk (+6° to -18°)",1,525000,False,0.132,0.187,3,-19.351,1,0.0526,0.17,0.776,0.21,0.0339,172.802,3,iranian,low
56073,2f0pn9DkEJwAzXApnFh5cr,BANNERS,Where The Shadow Ends,Someone To You,77,219801,False,0.52,0.903,2,-5.497,1,0.042,0.00517,0.0,0.254,0.652,74.988,4,indie-pop,very_high
92663,3sjF3ik9IkWZrBVw3IpfNs,Eikichi Yazawa,STANDARD ~THE BALLAD BEST~ (50th Anniversary Remastered),"アイ・ラヴ・ユー,OK - Live at 東京ドーム'18 - Remastered 2022",24,262079,False,0.603,0.582,8,-8.917,1,0.0367,0.041,0.000341,0.959,0.403,114.066,3,rockabilly,low
38077,1BLOVHYYlH4JUHQGcpt75R,The Strokes,The New Abnormal,Ode To The Mets,67,351786,False,0.426,0.617,1,-5.423,0,0.0289,0.341,0.181,0.101,0.201,92.002,4,garage,high
97395,7F4jKReNs1h8ujuz02Rsji,Bruno & Marrone,De Volta aos Bares,Não Tente Me Impedir - Ao Vivo,48,224826,False,0.577,0.79,11,-7.731,0,0.0964,0.331,0.0,0.367,0.556,149.98,4,sertanejo,medium
60515,5rfe5D40HyhYApXB2K8q6K,Ryuji Imaichi,RILY,RILY,21,180366,False,0.716,0.755,1,-4.344,1,0.15,0.104,0.0,0.123,0.589,93.947,4,j-dance,low
40398,2WDhGWJXXn319dnZmw7mXJ,Gerson Rufino,Sobrevivi,Sobrevivi,42,282186,False,0.562,0.715,4,-5.014,1,0.0362,0.0564,0.0,0.101,0.535,140.047,4,gospel,medium
79125,5KbhvaeqKIB2bZcJMyfezl,Elton John;Britney Spears;Joel Corry,Hold Me Closer (Joel Corry Remix),Hold Me Closer - Joel Corry Remix,68,248594,False,0.642,0.887,0,-5.439,1,0.0416,0.0173,5.75e-05,0.246,0.117,125.994,4,piano,high
5765,2sHcAZQ1PxE5AqCzdrvQxu,Khantrast,Clear Skies,Clear Skies,52,181413,False,0.597,0.7,5,-9.284,0,0.0615,0.242,0.0,0.101,0.478,160.432,4,anime,high
90752,2oRn0QuaWQ1hragGQ7XZ9s,Cliff Richard,40 Golden Greats,Devil Woman,53,214575,False,0.71,0.792,0,-5.996,1,0.0453,0.0792,3.32e-05,0.0871,0.858,116.687,4,rock-n-roll,high
3914,5Az8KU81g2aLBbJN67F2CI,Young the Giant,Mind Over Matter,Mind Over Matter,71,244693,False,0.466,0.763,0,-4.448,1,0.0318,0.000501,0.0,0.0973,0.293,154.914,4,alternative,high
110848,6WBnpegtgCV8kaPGrAB0AF,NG Rezonance,Hard Trance Workout,Adrenaline - Mix Edit,29,269142,False,0.51,0.994,1,-3.624,0,0.0801,0.00206,0.786,0.369,0.0693,140.037,4,trance,medium
50279,4KFJcb5jrr9KUr9T85t9Ss,Stam1na,Nocebo,Puolikas ihminen,27,205026,False,0.505,0.985,2,-3.297,1,0.0884,0.000213,0.000586,0.481,0.251,114.964,4,heavy-metal,medium
27751,4vqhZ5VAfbUKkHJamsWNOL,Netsky;Aloe Blacc,Snitch,Snitch,40,185733,True,0.696,0.848,11,-2.954,0,0.162,0.299,8.44e-06,0.0729,0.604,84.021,4,drum-and-bass,medium
101452,6Qsxgw4T1okHKm2oPkLOxC,Huma,Vilán,Vilán,62,171815,False,0.135,0.0231,6,-30.098,1,0.039,0.961,0.892,0.103,0.0398,68.876,4,sleep,high
36050,45eY7Qi2PDUs8WJEhjGWdN,Vegedream,Ramenez la coupe à la maison,Ramenez la coupe à la maison,65,235555,False,0.808,0.661,0,-6.237,0,0.0395,0.0358,0.0,0.138,0.804,107.992,4,french,high
25701,0kLrrh7Z1gySNTunBH790J,Miami Horror,Illumination,Sometimes,59,253728,False,0.58,0.86,7,-4.994,0,0.0334,0.0176,8.02e-05,0.175,0.43,124.992,4,disco,high
21747,54CKOkvipLjkP2PJxe3ghI,Beenie Man,Best Of (collector's Edition),Silent Violence,27,210186,False,0.749,0.51,4,-7.404,0,0.0549,0.0155,0.0,0.124,0.401,86.941,4,dancehall,medium
30687,61k7xAKMsuvTf2j2YnieSi,Elektronomia,Sky High,Sky High,61,236254,False,0.592,0.956,0,-2.068,0,0.044,0.105,0.00289,0.344,0.193,128.084,4,edm,high
8754,3wV4XhZJeBjDUa3RC31tLd,Al Green,Let's Stay Together,How Can You Mend a Broken Heart,24,383502,False,0.448,0.421,4,-6.959,1,0.0412,0.507,2.28e-05,0.0707,0.367,146.427,3,blues,low
79130,341863z079BT4EFPiSw9DP,Regina Spektor,The Call,The Call,61,187426,False,0.58,0.101,10,-15.661,1,0.0289,0.934,0.000302,0.0768,0.302,91.003,3,piano,high
44896,1AUP3FcXE7mpJAotmbVyoO,Buckcherry,15,Sunshine,27,253786,False,0.515,0.981,5,-3.855,1,0.0532,0.00101,0.0,0.077,0.611,145.97,4,grunge,medium
47186,63Slke1vlnpTejDeluhyQ9,Cheap Trick,Alternative Christmas 2022,I Wish It Was Christmas Today,0,194120,False,0.383,0.984,8,-3.573,1,0.103,0.000246,0.287,0.24,0.304,164.959,4,hard-rock,low
55249,2uAl7AJJsYCCo2pqcSQI7Y,Jecin George;Pearle Maaney;Srinish Aravind,Chellakuttiye (Avastha Love Song),Chellakuttiye (Avastha Love Song),57,225585,False,0.436,0.544,3,-7.268,0,0.0451,0.543,0.00489,0.17,0.313,169.955,4,indian,high
59837,0511ch8XcVmwWyfbK3NPVg,Integral Rigor,No More Room in Hell,Burning Heaven,0,262000,False,0.468,0.804,10,-7.523,1,0.0568,4.97e-06,0.823,0.0927,0.0983,119.906,4,iranian,low
18368,6AnkFuMBMaya0iBLrqH2Ac,Stuart Thompson,Dandy Man,Pandas,24,160257,True,0.617,0.846,11,-10.509,1,0.581,0.881,7.07e-06,0.472,0.842,102.134,3,comedy,low
63876,0c1Uz5yx398yUjoAqprjHD,JUN SKY WALKER(S),ひとつ抱きしめて,すてきな夜空,32,221800,False,0.407,0.922,11,-9.157,1,0.0503,0.00105,6.16e-06,0.159,0.397,96.629,4,j-rock,medium
101733,2bhLx29FJZ6aDUxPsKzpz3,Sleep Baby Sleep;Rain Sounds;Calm Children Collection;Soothing Nature Sounds;Rain Sounds & Nature Sounds,"Rain Drop Medley of Roof, Thunder, Forest, Car, and More (Loopable Audio for Insomnia, Meditation, and Restless Children)",Pouring Rain and Soothing Brown Noise,33,93451,False,0.0,4.28e-05,2,-18.683,1,0.0,0.194,0.999,0.718,0.0,0.0,0,sleep,medium
104931,4GYhzSOyQOqq7uv6olZH7X,Deluxe,Live à l'Olympia,Mr. Chicken - Live,27,323532,False,0.751,0.642,9,-8.566,0,0.105,0.306,0.0,0.949,0.686,112.03,4,spanish,medium
72154,3GSMJpuz3rFU8WtCws1rv5,Falling In Reverse,Carry On,Carry On,60,294765,False,0.399,0.87,1,-4.91,0,0.0532,0.00359,0.0,0.361,0.298,149.081,4,metalcore,high
1030,3EYGVS7euI1GTiYkKBOSfk,Juanafé,La Makinita,Tengo Luquita,45,223600,False,0.526,0.711,6,-4.373,0,0.0465,0.585,0.0,0.0728,0.651,176.27,4,afrobeat,medium
24180,7MvLLo4od1Qfv4J6VzLxCK,Inner City,Big Fun,Big Fun - Radio Edit,13,219746,False,0.571,0.846,8,-6.087,0,0.0472,0.0598,0.00071,0.135,0.734,128.688,4,detroit-techno,low
88240,6OUTbAEIxmP8RVEAFNMq1d,Daddy Yankee;Prince Royce,Perreo Tenebroso Vol. 2,Ven Conmigo,0,220653,False,0.78,0.856,10,-5.316,0,0.0405,0.116,0.0,0.0595,0.712,120.049,4,reggae,low
103111,6vloM8MDs7tiSTEk1FbrAA,Stevie Wonder,Home For Christmas 2022,What Christmas Means To Me,0,147800,False,0.524,0.614,0,-8.05,1,0.0363,0.202,0.0,0.0802,0.751,82.229,4,soul,low
85337,1wnBOpVpT01ndkg4EzroAs,Cadena Perpetua,Demasiada Intimidad,Algo Personal,41,185693,False,0.417,0.845,7,-5.421,1,0.111,0.0601,0.0,0.191,0.436,200.072,4,punk-rock,medium
94181,0jfIQheXtPPOX0PSn2xxdH,Rozei,Ooo La La,Ooo La La,58,153600,True,0.669,0.776,1,-7.076,1,0.0358,0.00177,1.31e-05,0.143,0.477,100.019,4,sad,high
69245,7C8PDk83o7BLqmJqNyZRgx,Noel Toms,Chemboove Poove - Kaalapani,Chemboove Poove - Kaalapani,37,108666,False,0.737,0.463,8,-12.288,0,0.243,0.7,0.000205,0.0888,0.311,90.001,4,malay,medium
68851,5W83ErFkO3aKAIS1WMi6u0,Anuel AA;KAROL G,Secreto,Secreto,75,258800,False,0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,4,latino,very_high
28672,5n5d39gcjEstUpM6kadJYF,Kompany;SampliFire,Ragnarok,Ragnarok,41,249600,False,0.472,0.951,11,-0.941,1,0.12,0.0121,0.00714,0.237,0.218,75.119,4,dub,medium
68175,3VS1hkofsGq4NwkYdAYL1l,Anuel AA;KAROL G,Halloween 2022 Perreo Vol. 1,Secreto,2,258799,False,0.807,0.803,11,-4.156,1,0.126,0.6,0.0085,0.136,0.706,91.982,4,latino,low
75423,6SFNx6xXcRVPvvcxnDvwAa,Yanni,The Very Best Of Yanni,Marching Season,34,337666,False,0.485,0.486,7,-12.474,0,0.0332,0.839,0.0188,0.0836,0.132,172.276,4,new-age,medium
3586,6Yp3K2cy35hXnWQFE1yWrJ,The Knocks;Dragonette,Mellow Electronic Pop,Slow Song,0,253723,False,0.77,0.743,6,-3.251,1,0.0299,0.0205,0.0003,0.144,0.843,123.014,4,alternative,low
96043,2gEBJ6WqblmOMqeInAolHw,Stan Getz;Astrud Gilberto;João Gilberto,The Greatest Jazz Mix,"It Might As Well Be Spring - Live At Carnegie Hall, NY / 1964",0,264706,False,0.361,0.116,3,-18.774,0,0.0432,0.924,3.57e-06,0.739,0.387,84.414,4,samba,low
49200,2ST9rghUAyWeXEG5Wtl3Q3,Audiofreq;Somnia;Shanti People,Hey Adi Yogi,Hey Adi Yogi - Hard Edit,23,186400,False,0.506,0.971,2,-2.999,1,0.0728,0.0264,0.0088,0.678,0.376,150.023,4,hardstyle,low
94361,3APRQQPv4Cb1i078nkUgOX,Louyah,6FEET,Burn Me,47,163446,True,0.632,0.623,10,-6.613,1,0.0549,0.233,0.0,0.17,0.435,179.964,4,sad,medium
109952,2LBf4COkSAdeWiErXJXJ7l,Blank & Jones,High Fly,High Fly,55,260160,False,0.755,0.462,10,-13.017,0,0.0504,0.0715,0.91,0.109,0.68,100.007,4,techno,high
10092,3f2qEPNWQAd5Cw90huIoOi,Dub Pistols;Seanie T,Pistoleros,Pistoleros - Edit,21,220909,True,0.696,0.875,11,-3.95,1,0.132,0.114,0.0,0.331,0.719,176.039,4,breakbeat,low
46992,51vDlsnceeNkbpjCQ7tk5k,Rexanthony,Cocoricò Three,The Symbol (original),16,275588,False,0.422,0.953,4,-2.976,1,0.0939,0.00946,0.00182,0.264,0.405,180.919,4,happy,low
90707,3OLM1nHABTctXiDs0S8UOh,Los Juniors,"Amores Incomparables, Vol. 4",A Través de los Años,29,161826,False,0.408,0.387,1,-10.935,1,0.0386,0.754,1.69e-05,0.109,0.539,139.148,3,rock-n-roll,medium
47239,6u3HTPvOxhVWllNhu07vvA,38 Special,80s Bangers Vol. 2,Hold On Loosely,0,279754,False,0.565,0.707,9,-5.65,1,0.0298,0.0101,8.16e-05,0.0851,0.831,127.222,4,hard-rock,low
66959,3gGhPc6yhl6ffFIuANQbIT,Jack Hartmann,Every 1 Counts,Days in the Month Rap,8,78373,False,0.905,0.847,5,-6.331,0,0.441,0.258,1.05e-06,0.0544,0.864,88.003,4,kids,low
13907,7q7jB2AIEGwFhoin6sWHwr,Chez Damier;Kevin Saunderson,Can You Feel It (Kevin Saunderson Remix),Can You Feel It - Kevin Saunderson Remix,25,208210,False,0.621,0.99,1,-6.595,0,0.0429,0.000157,0.877,0.124,0.669,125.983,4,chicago-house,medium
100097,4W3kCjcFMvFEW0p4BJfKOx,Flogging Molly,Emo Christmas 2022,The Times They Are A-Changin',1,180653,False,0.343,0.954,7,-4.799,1,0.13,0.0604,1.24e-05,0.222,0.341,152.115,4,ska,low
85259,6BrMEbPSSj55nQhkgf6DnE,The Smiths,Hatful of Hollow,"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",70,112706,False,0.241,0.468,2,-9.579,1,0.0272,0.534,0.0,0.161,0.451,91.581,3,punk-rock,high
4564,3UzhPHPHbQidgxE8oScTxU,Ludovico Einaudi;Franco Feruglio;Mauro Loguercio;Gabriele Baffero;Antonello Leofreddi;Marco Decimo,Undiscovered,Fuori Dal Mondo - Remastered 2020,52,299120,False,0.118,0.134,7,-18.708,1,0.04,0.673,0.804,0.108,0.0572,82.743,3,ambient,high
64926,5fzii5v8A2PmlvML2ziF9n,Ella Fitzgerald,My Funny Valentine: The Rodgers And Hart Songbook,Isn't It Romantic?,37,180506,False,0.19,0.187,5,-14.734,0,0.0404,0.924,5.08e-06,0.0887,0.25,73.461,4,jazz,medium
82481,5DgejFrK1uMn5S5svXXJdI,Blondie,Atomic: The Very Best Of Blondie,Heart Of Glass - Remix,23,251773,False,0.724,0.701,4,-8.067,1,0.0331,0.000916,0.0725,0.082,0.422,114.692,4,power-pop,low
38618,0J2OnBNKwt0KICDyDFPUvl,The Strokes,Is This It,Take It Or Leave It,53,196133,False,0.429,0.924,2,-6.131,0,0.0406,0.000542,0.353,0.104,0.484,154.104,4,garage,high
24874,3p5NTXvgyAen0RgtDSptfq,Aril Brikha,Ex Machina,Lady 707,5,400026,False,0.758,0.877,10,-8.953,0,0.0503,0.231,0.91,0.104,0.902,130.062,4,detroit-techno,low
60046,0hLyTrqT51f6gTxRh2sG9T,Elephant Man,PEPPERSPRAY RIDDIM,Till The End,0,176129,True,0.695,0.967,7,-1.172,1,0.412,0.163,0.0,0.131,0.944,133.414,5,j-dance,low
45256,3L3GwtfPpOl0Qbq3Md15fT,Earl Klugh,Sudden Burst Of Energy,I'll Be Waiting,47,287626,False,0.608,0.592,0,-9.642,0,0.0409,0.469,0.909,0.0651,0.365,77.937,4,guitar,medium
31799,0QejfXzLuctcoAMvMbZauv,Kylie Minogue,Merry Christmas,Santa Baby,0,202546,False,0.685,0.391,1,-7.183,1,0.0435,0.744,0.0,0.142,0.443,87.101,4,electro,low
74609,7GvYw5WCIT4Ws4Vsydte6N,Max Viana,No Calçadão,Canções De Rei,40,313000,False,0.572,0.223,4,-11.88,1,0.0277,0.916,2.85e-05,0.103,0.377,105.944,4,mpb,medium
10976,2kkCWMNTFGQJLZGhcJbDrj,The Crystal Method;Le Castle Vania,The Crystal Method,Storm The Castle,12,262519,False,0.567,0.945,11,-2.573,0,0.0576,0.000242,0.424,0.392,0.152,128.01,4,breakbeat,low
1616,1goimUATGsvwX5d6aXYSOV,J Prince,Let Jesus Row,Let Jesus Row,18,212000,False,0.813,0.83,9,-5.57,1,0.199,0.0389,0.0,0.0975,0.809,113.985,4,afrobeat,low
61777,02UaoO3rLWKlDgN5uMpD2d,NMB48,北川謙二 (劇場盤),星空のキャラバン/白組,19,248626,False,0.512,0.905,3,-3.719,1,0.0418,0.142,2.16e-05,0.134,0.537,140.021,4,j-idol,low
113181,6mOQSS2xTtKyiIuqtHjHtA,Planetshakers,Beautiful Saviour,Beautiful Saviour,52,506120,False,0.234,0.45,7,-8.999,1,0.0311,0.366,0.0,0.131,0.178,106.757,4,world-music,high
17197,4xUDDrNNLaFKzjfM3JLyZm,Linn da Quebrada;BADSISTA,Trava Línguas,quem soul eu,26,224397,False,0.601,0.73,5,-6.947,1,0.0584,0.168,8.27e-06,0.151,0.312,112.034,4,club,medium
110863,1YddMZzakt7WEZ9y1xGQgR,Dash Berlin,The New Daylight (Radio Versions),Till The Sky Falls Down,56,230146,False,0.663,0.668,3,-7.733,0,0.0479,0.00522,0.0113,0.0689,0.451,131.966,4,trance,high
77998,5MN4Z7ZCqfL0XMKsmR3l8o,Art Popular,Eu Sou O Samba - Art Popular,Agamamou,42,236520,False,0.753,0.888,4,-6.049,0,0.0984,0.629,0.0,0.531,0.648,100.034,4,pagode,medium
17841,3394Xch6hlz57FZX6oODGQ,Neoslave,Autoviolator,The New Slaves,16,240875,False,0.487,0.936,11,-3.96,0,0.14,0.000271,0.873,0.121,0.288,159.969,4,club,low
81306,1WOz8NwADXFxRADQFVftxp,Arjan Dhillon,Jawani,Jawani,69,151218,False,0.782,0.69,7,-7.811,1,0.0708,0.00909,0.000661,0.359,0.429,99.944,4,pop,high
2206,5ruzrDWcT0vuJIOMW7gMnW,The Strokes,The New Abnormal,The Adults Are Talking,79,309053,False,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,4,alt-rock,very_high
