Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,popularity_bin
13148,7jhL0fSY9LLFzTArRQBf55,Roy Davis Jr.;J.Noize;Kaye Fox;James Talk;Ridney,"Ridney pres. Retrospective, Vol. 1",Enjoy the Ride - James Talk & Ridney Remix,13,378920,False,0.933,0.515,3,-5.488,0,0.176,0.00386,0.38,0.113,0.903,127.011,4,chicago-house,low
39838,4vRkPpcTdqQZjXBt718ET2,Böhse Onkelz,Schwarz,Worte der Freiheit,39,328000,False,0.649,0.273,2,-16.039,0,0.0305,0.0131,0.0,0.113,0.564,85.985,4,german,medium
38799,3A7EZpfg3JFaMYOGuYj5VX,Trolls;Thomas Karallus;Lena Meyer-Landrut;Mark Forster;Friederike Walke;Kerstin Sanders-Dornseif;Nic Romm;Robert Griesbach;Jan-David Rönfeldt;Rubina Nath;Bastian Sierich;Maximiliane Häcke;Bianca Krahl;Patrick Bach;Leonhard Mahlich;Timmo Niesner;Helmut Gauß;Marius Clarén,Trolls (Das Original-Hörspiel zum Kinofilm),Trolls - Teil 2,25,181198,False,0.654,0.433,9,-10.617,0,0.898,0.679,0.0,0.546,0.641,104.165,4,garage,medium
76711,03IB9CaPPpnfS0X43X2Guz,Javier Camarena;Humberto Terán;Armando Garmendi;Red Studio,Serenata,Bonita,20,217333,False,0.342,0.145,7,-17.581,1,0.0397,0.983,0.00421,0.719,0.0751,83.764,1,opera,low
41611,2zvAon77qSlqp1fWHyyFvR,The Naked And The Dead,The Naked and the Dead,Cassandra,22,206160,False,0.144,0.987,0,-4.283,1,0.179,9.11e-05,0.28,0.348,0.399,177.502,4,goth,low
47355,5ctrWrTwgy5xLZA4OWgY5O,Scorpions,Love at First Sting,Still Loving You (2015 - Remaster),30,388613,False,0.271,0.597,8,-4.128,0,0.0311,0.158,0.00135,0.246,0.0746,103.29,4,hard-rock,medium
73449,6jKhL8KasPhMh7slCjAwc7,Josh Wink;DJ Wink's,"Chill Trax, Vol. 7",Higher State Of Consciousness - DJ Wink's Hardhouse Remix,0,519517,False,0.74,0.734,5,-6.626,0,0.156,0.000958,0.835,0.0859,0.313,126.852,4,minimal-techno,low
14962,5JiksJjmNBDwT24cRGcXRw,CoComelon,Vehicle Fun with CoComelon,Boat Song,38,115370,False,0.825,0.624,0,-8.974,1,0.0387,0.0188,0.000181,0.101,0.944,180.011,4,children,medium
90085,1RNJP2UR28cOToXUnWB8N9,The Platters,Xmas Classics 2022,All I Want For Christmas Is My Two Front Teeth,0,131973,False,0.693,0.338,0,-6.372,1,0.0345,0.752,0.0,0.355,0.583,79.443,4,rock-n-roll,low
70544,6G2IcPtB3fvF4RLyanDBQQ,A-Lin,幸福了 然後呢 (影音慶功版),幸福了 然後呢,53,307706,False,0.546,0.701,1,-4.699,1,0.0401,0.103,0.0,0.087,0.281,135.848,4,mandopop,high
88292,4oOPtRCqhe9ROLXr4wS3it,Jhayco;Nio Garcia;Casper Magico;Bryant Myers,Perreo Tenebroso Vol. 2,Deseos - Remix,0,238106,True,0.843,0.731,11,-5.583,0,0.134,0.259,0.0,0.306,0.636,93.013,4,reggae,low
41756,3Ekxe3nbNCk5gUyN7KcnfR,Allyawan,One,Som en rastaman,23,229503,False,0.586,0.778,4,-6.884,0,0.276,0.0938,0.0,0.107,0.699,172.001,4,goth,low
57082,4pt5fDVTg5GhEvEtlz9dKk,Måneskin,Teatro d'ira - Vol. I,I WANNA BE YOUR SLAVE,83,173346,True,0.75,0.608,1,-4.008,1,0.0387,0.00165,0.0,0.178,0.958,132.507,4,indie,very_high
61753,0BmO0uIXkU7fGLNSzLbubq,Akina Nakamori,ベスト・コレクション 〜ラブ・ソングス&ポップ・ソングス〜,LIAR - 30th anniversary mix,20,275880,False,0.602,0.833,4,-4.418,0,0.0328,0.178,4.79e-06,0.0743,0.339,127.987,4,j-idol,low
99719,7D7CBnyCYkylr79Cp5TSlv,Stephen Sanchez,Hold Her While You Can,Hold Her While You Can,51,264013,False,0.502,0.718,2,-5.87,1,0.0303,0.0181,8.31e-06,0.289,0.36,89.976,4,singer-songwriter,high
18998,3ZLp1i7FSPn05tuvnuXaAp,Ron White,Truckstop Comedy,Gay Rights,20,827146,True,0.595,0.576,4,-14.405,1,0.908,0.926,0.0,0.68,0.417,110.17,4,comedy,low
110161,2w2WGSwcfSoZMpA9NKI2lj,Tiësto;SWACQ,The Business (SWACQ Remix),The Business - SWACQ Remix,42,169440,False,0.899,0.542,7,-7.393,0,0.0806,0.202,0.206,0.371,0.423,125.039,4,trance,medium
31804,2CPqh63wRVscbceKcPxwvv,Mike Perry;shy martin,The Ocean (feat. Shy Martin),The Ocean (feat. Shy Martin),72,183414,False,0.632,0.575,5,-6.478,1,0.029,0.0225,1.81e-06,0.104,0.188,90.037,4,electro,high
94066,31Z75ehoSqIwC1bsRESbKM,Lund,Fiction,Fiction,58,279515,True,0.752,0.481,11,-9.203,0,0.044,0.419,3.11e-05,0.366,0.393,135.671,4,sad,high
103664,7JOCpcEFZ0OaQQHAbjfR0q,dvsn,The Look - R&B Feels,If I Get Caught,0,186114,True,0.797,0.492,8,-5.288,0,0.0815,0.159,0.0,0.0584,0.875,149.019,3,soul,low
11601,2haJphBUZLD5MpFB8KkCsF,Brooke Bentham,The Room Swayed,I Need Your Body,50,250032,False,0.465,0.451,9,-7.254,0,0.0272,0.103,0.00677,0.0891,0.0905,79.886,4,british,high
79422,4fLj4bSuBFUwh1LvMcyjmn,Smyang Piano,Just a Nap,4 O' Clock,44,145996,False,0.549,0.0916,0,-21.058,1,0.0319,0.943,0.943,0.202,0.296,147.984,4,piano,medium
34960,2q3D4sdAMJSJRS9t6oaBRo,Nusrat Fateh Ali Khan,Salaam - Nusrat Fateh Ali Khan,Piya Re Piya Re,31,464426,False,0.708,0.474,7,-14.007,1,0.0815,0.0719,0.0,0.112,0.423,91.948,4,folk,medium
5962,4cXlM7IelyGNnaOiROPZqn,Kiro Akiyama,アイデンティティ,アイデンティティ,50,269813,False,0.264,0.889,8,-3.494,1,0.0589,9.8e-06,0.0396,0.0857,0.492,118.977,4,anime,high
40654,2aCCy7rdwfInhNxrXELNvw,Jamily,A Fé Faz O Herói,A Fé Faz o Herói,40,259333,False,0.506,0.283,2,-14.705,0,0.0353,0.927,3.31e-06,0.302,0.318,125.724,4,gospel,medium
70609,7onu9q98XjqZi8egiI1uDf,JJ Lin,JJ陸,Always Online,47,225013,False,0.798,0.55,0,-6.137,1,0.0453,0.443,0.0,0.171,0.695,119.998,4,mandopop,medium
100445,5rnhbKrkvUPvclA1Scjpp8,Panteon Rococo,Compañeros Musicales,C.D.A.,37,276906,False,0.651,0.905,9,-6.886,1,0.0318,0.0675,0.00242,0.458,0.966,136.163,4,ska,medium
88771,2opfAkFHhQCmSZA8bsLy5f,Marcelo Falcão;Cynthia Luz,Sexta-Feira,Sexta-Feira,48,239118,False,0.674,0.739,6,-5.548,1,0.0662,0.065,0.0,0.35,0.647,96.017,4,reggae,medium
77614,7qgriF5S6LAbi44rl80boS,Péricles,Ninguém Ama (Ao Vivo na Fonte Nova),Ninguém Ama (Ao Vivo na Fonte Nova),43,197062,False,0.647,0.752,5,-5.661,0,0.0447,0.564,0.0,0.948,0.652,133.939,4,pagode,medium
20430,4hQ6UGyWQIGJmHSo0J88JW,Selena Gomez,Back To You (From 13 Reasons Why – Season 2 Soundtrack),Back To You - From 13 Reasons Why – Season 2 Soundtrack,74,207904,False,0.601,0.724,6,-4.856,1,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,4,dance,high
55629,5yYgGkyYJmmSwRp3caFplJ,Pritam;Shahid Mallya;Sunidhi Chauhan,Jab Harry Met Sejal (Original Motion Picture Soundtrack),Radha,48,301889,False,0.693,0.896,7,-4.114,1,0.0682,0.31,0.0,0.195,0.854,126.995,4,indian,medium
46338,10jipxPU1LTilnjPdA7Px6,Neophyte,The Three Amiga's,Komen Wij Uit Rotterdam,21,247293,False,0.441,0.99,4,-2.857,1,0.207,0.251,0.698,0.63,0.21,186.82,4,happy,low
3234,5jTnpbclNqXTV4trZSjoJE,Shinedown,20's Rock,Planet Zero,0,222738,False,0.416,0.964,9,-2.967,1,0.112,2.35e-05,0.000875,0.473,0.212,157.925,4,alternative,low
53151,7Feaw9WAEREY0DUOSXJLOM,Martin Garrix;Macklemore;Fall Out Boy,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),74,163804,True,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,4,house,high
56950,5mIOsPuQdXchVY0jB5NO9Q,Clairo,4EVER,4EVER,72,159595,False,0.75,0.585,9,-7.576,0,0.0285,0.049,0.00552,0.155,0.584,102.331,4,indie-pop,high
111430,2gamThf1tKQIGXX5flOvX0,Sofa Surfers;Mani Obeya,Superluminal,Broken Together,46,286386,False,0.669,0.531,11,-7.722,0,0.0427,0.0593,0.0271,0.11,0.528,175.991,4,trip-hop,medium
25421,0QIxgtgX9oV8dXua5UPEdU,Mat.Joe;Ninetoes,Toolroom Amsterdam 2022,Clove,3,186240,False,0.733,0.956,4,-8.004,0,0.0618,0.0645,0.282,0.598,0.428,125.022,4,disco,low
15652,504BrFbtkCK5GG8U0wb2qb,Kevitch,Sunrise,Sunrise,54,208744,False,0.609,0.389,5,-11.675,0,0.0341,0.527,0.113,0.11,0.144,138.037,4,chill,high
82851,5yNUgA66PbcPIJPOU2eBwR,Andrew Gold,All This and Heaven Too,Thank You for Being a Friend,48,280760,False,0.695,0.568,3,-13.572,1,0.0294,0.166,0.0,0.125,0.786,111.887,4,power-pop,medium
30648,7GkCm4wRDhB0WhyOovlLfm,Years & Years,Fiesta de disfraces vol. II,Shine,0,255506,False,0.667,0.717,1,-5.21,0,0.0349,0.193,0.0,0.104,0.495,108.006,4,edm,low
55256,12P8gSLA1zX3GqKjyAvUKy,Kailash Kher,Bahubali- The Conclusion,Jay-Jaykara,56,211902,False,0.603,0.72,2,-7.636,0,0.0616,0.783,9.14e-05,0.42,0.695,91.991,4,indian,high
89901,42FWqCxAw5aG1FvjyVjIlH,Darell;Casper Magico;Nio Garcia;Nicky Jam;Ozuna;Bad Bunny,Te Boté (Clean Version),Te Boté,68,275693,False,0.918,0.602,4,-3.986,0,0.115,0.401,7.28e-06,0.0805,0.158,96.518,4,reggaeton,high
46953,0ZaV9t2HCfhv5VQiI3RfxV,Dougal;Gammer,Save A Life,Save A Life,16,344250,False,0.573,0.936,10,-2.933,1,0.0991,0.0019,0.0218,0.0415,0.648,170.051,4,happy,low
9550,5u3vBJzLvgJRQXqUFzr2cW,FBC;VHOOR;Mariana Cavanellas,BAILE,Não dá pra Explicar,46,194644,False,0.869,0.725,0,-8.428,1,0.0522,0.0357,2.6e-05,0.111,0.171,129.981,4,brazil,medium
40472,7IUzlg0H39s2WMWPNNAgqe,Marcos Antônio,Toma os Pedaços,Quase Morri,41,223791,False,0.732,0.442,4,-12.217,1,0.03,0.278,0.0,0.364,0.393,105.895,4,gospel,medium
13825,0SuUMBILOYqGTmQQ5KQy36,Mike Dunn,Defected Presents Most Rated Ibiza 2019,If I Can't Get Down,7,310581,False,0.782,0.669,10,-6.133,0,0.17,0.00184,0.273,0.0461,0.606,125.131,4,chicago-house,low
96740,4OB2F01FVAftaBZr5dKQkI,Art Popular,Ao Vivo Sem Abuso,Gandaia - Ao Vivo,37,157240,False,0.581,0.936,6,-7.7,0,0.0965,0.161,0.0,0.861,0.836,135.779,4,samba,medium
72611,2j02RtZz6v53FRw4oWliZf,FEVER 333,STRENGTH IN NUMB333RS,BURN IT,56,232053,False,0.591,0.959,6,-3.074,1,0.164,0.00343,0.0,0.068,0.426,130.017,4,metalcore,high
60190,5d4uNYfeur24XphGI2Dbxw,Intence,Kingpin,Kingpin - Raw,27,129974,True,0.921,0.668,11,-4.068,0,0.171,0.283,0.0,0.0938,0.556,100.016,4,j-dance,medium
30531,6TCgbXfNTvxzTTJjKtA1FT,Afrojack;Black V Neck;Muni Long,Top Trending Romania - Vara 2022,Day N Night,2,179199,False,0.709,0.871,5,-4.126,0,0.175,0.134,0.0,0.316,0.667,125.94,4,edm,low
6228,5hnPyK9CBABcobIVnFamCC,Wiegedood,There's Always Blood At The End Of The Road,Carousel,21,291652,False,0.158,0.978,2,-2.863,1,0.0987,9.46e-05,0.879,0.0911,0.0377,132.872,1,black-metal,low
53552,6cx06DFPPHchuUAcTxznu9,Joel Corry;MNEK,Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),80,166028,False,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,4,house,very_high
62432,5hVAQTNarrb3lmWqg9Ens4,Lilas Ikuta,Answer,Answer,66,246000,False,0.622,0.475,0,-6.199,1,0.036,0.512,0.0,0.127,0.388,79.954,4,j-pop,high
6221,0SMek8tzVJRYzQkloRhiEk,Regarde Les Hommes Tomber,Ascension,Au Bord Du Gouffre,20,532971,False,0.163,0.983,5,-4.327,0,0.0881,1.66e-06,0.419,0.25,0.0463,130.704,4,black-metal,low
99557,0DnZgTbQaUps8KG08ykZYp,Abdon Mech;Zuchobeni Tungoe,Always Be,Always Be,36,257056,False,0.523,0.698,1,-7.598,1,0.0354,0.329,1.93e-05,0.0846,0.307,124.079,4,singer-songwriter,medium
18680,2Ze87RjZpLpw2fpgGFwFGV,Shane Mauss,Jokes to Make My Parents Proud,"Blanket, Fart, Strip",23,119053,True,0.588,0.825,2,-6.301,1,0.892,0.881,0.0,0.73,0.482,122.146,5,comedy,low
9499,02j3P5NLtFH34LVPLHLk5s,Maneva,#Somosmaneva,Minha Tristeza,45,208526,False,0.74,0.642,2,-5.887,0,0.11,0.489,2.94e-06,0.0711,0.925,167.975,4,brazil,medium
13455,1v99T074mOWHXN6mP74IIV,DJ Skull,The Internet Server 211,Get Em,8,524794,False,0.784,0.407,11,-16.57,1,0.107,0.000916,0.932,0.0967,0.6,136.973,4,chicago-house,low
89704,6JjPBQfI2Y8nIjnm65X6Pw,Nicky Jam;J Balvin;Maluma;Ozuna,X (feat. Maluma & Ozuna) [Remix],X (feat. Maluma & Ozuna) - Remix,68,235746,False,0.663,0.696,9,-4.957,0,0.103,0.0561,3.77e-05,0.0778,0.738,180.113,4,reggaeton,high
93514,0hXuX44t47CiS93Iom3FiA,Сергей Зыков,В минуты музыки (Песни на стихи Николая Рубцова),Журавли,0,239307,False,0.263,0.204,1,-14.972,1,0.0363,0.934,0.13,0.0853,0.0933,111.638,5,romance,low
39527,4jW9O8gYrrBx0MD3Nyz3lO,Pur,Karneval Klassiker,Party Mix I,0,264466,False,0.664,0.973,0,-5.259,1,0.0432,0.0486,1.27e-05,0.365,0.933,131.747,4,german,low
14477,0Rhm96c6Pe7mso2XFKxpZi,Caillou,Les chansons de Caillou,Il pleut..,33,77800,False,0.901,0.253,11,-12.258,1,0.249,0.723,0.0113,0.378,0.872,126.238,4,children,medium
18437,0uTSpsec5kXkNQQjzt6dIB,"""Weird Al"" Yankovic",In 3-D,King of Suede,24,255373,False,0.78,0.808,11,-10.056,0,0.0382,0.271,0.0,0.0958,0.569,128.505,4,comedy,low
42507,6TedtsSKzvBu8FzS1V5GAe,Genghis Tron,Board Up the House,Colony Collapse,12,241920,False,0.493,0.915,2,-5.344,1,0.052,2.25e-05,0.79,0.65,0.129,104.979,4,grindcore,low
109771,1SmwJJ8YVgiXtyE6elhUx1,Taeko Onuki,SUNSHOWER,Tokai,52,310173,False,0.616,0.753,5,-8.365,0,0.0475,0.543,0.0012,0.0987,0.761,98.303,4,techno,high
96040,0UmgSmZATW9Lp6VJ7iKtpX,Jorge Ben Jor,Só as Melhores do Pop Rock Brasileiro,Homem do espaço,0,296200,False,0.497,0.931,9,-6.104,1,0.126,0.0832,0.0,0.0513,0.95,197.08,4,samba,low
62272,532a4qwtCf56E6qjiAn2EE,CHiCO with HoneyWorks,ヒミツ恋ゴコロ,ヒミツ恋ゴコロ,58,218146,False,0.573,0.915,5,-2.513,0,0.0852,0.0754,0.0,0.336,0.894,165.06,4,j-pop,high
47308,58c8pMaXi3xdpBIVfG6WGC,Extreme,Extreme II: Pornograffitti (Deluxe),More Than Words,67,334000,False,0.403,0.134,6,-14.955,1,0.0353,0.469,0.0,0.113,0.258,182.894,4,hard-rock,high
20735,0XDo1WmF8c70NuTZcMP2FH,Robin Schulz;David Guetta,WORKOUT MOTIVATION,On Repeat,0,190217,False,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,dance,low
68824,2NMjggapJcXXM7WccGEBUO,Bad Bunny,Un Verano Sin Ti,Enséñame a Bailar,84,176000,False,0.81,0.789,8,-5.08,1,0.0846,0.191,1.08e-05,0.467,0.77,105.009,4,latino,very_high
26965,5oRxqr6DCdWPSgOHXCpGID,Disney Peaceful Piano;Disney,Disney Peaceful Piano: Magical,The Family Madrigal,52,254335,False,0.503,0.225,1,-16.996,1,0.0452,0.978,0.924,0.114,0.334,103.367,4,disney,high
14902,6JqkZK1ch2tSRt9S4zDrMd,ChuChu TV,"ChuChu TV Baby Nursery Rhymes, Vol. 6",Baby Gets Sick Song,20,229546,False,0.728,0.608,0,-5.577,1,0.0244,0.2,1.82e-05,0.12,0.307,102.012,4,children,low
77087,1q1ydmAIFi5jmw5Kkb3sG9,Turma do Pagode;Mari Fernandez,Foi Ótimo (Ao Vivo No Casa Filtr),Foi Ótimo - Ao Vivo No Casa Filtr,54,154240,False,0.663,0.896,1,-4.23,0,0.0963,0.672,0.0,0.466,0.955,155.947,4,pagode,high
34869,6VwAh8Z1d5YKoSWoEaV4db,Aaron Espe,Making All Things New,Making All Things New,65,159600,False,0.787,0.355,0,-11.429,1,0.0288,0.896,0.0201,0.111,0.48,99.978,4,folk,high
4243,0lWqNkcbYNZpik6AjywkNm,Bethel Music;kalley,Por Siempre (Live),Por Siempre (Live),37,320013,False,0.336,0.697,2,-5.03,1,0.0339,3.07e-05,0.0,0.0598,0.125,138.122,4,ambient,medium
